age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,age_group,race
74,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,NA,70-79 years old,White
69,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,60-69 years old,White
78,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,70-79 years old,White
57,Female,High School,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Agree,50-59 years old,White
45,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Trump,NA,NA,40-49 years old,White
38,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too much,Too much,Too little,Clinton,1,Neither,30-39 years old,Hispanic
49,Male,Associate College,Yes,"$130,000 ~ $169,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,1,Strongly agree,40-49 years old,White
62,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Other,1,Agree,60-69 years old,White
74,Male,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Did not vote,2,NA,70-79 years old,White
NA,Female,High School,Yes,NA,Too little,About right,About right,About right,NA,NA,About right,Other,2,NA,NA,White
29,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,20-29 years old,Black
34,Female,Graduate,No,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too much,Did not vote,NA,NA,30-39 years old,Asian
69,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,2,Neither,60-69 years old,White
74,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,70-79 years old,White
NA,NA,Less than high school,NA,Refused,NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,NA,Black
74,Male,High School,Yes,"$40,000 ~ $59,999",Too little,About right,Too little,Too much,NA,NA,About right,Trump,1,Strongly agree,70-79 years old,White
57,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Strongly agree,50-59 years old,White
33,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,30-39 years old,White
67,Male,Less than high school,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,60-69 years old,White
53,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Neither,50-59 years old,White
57,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,50-59 years old,White
69,Female,Graduate,Yes,"$60,000 ~ $89,999",About right,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,60-69 years old,White
67,Female,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,1,NA,60-69 years old,White
50,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Other,2,NA,50-59 years old,White
57,Male,Graduate,No,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,50-59 years old,White
44,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,40-49 years old,White
44,Female,Bachelors,Yes,"$40,000 ~ $59,999",About right,Too little,Too much,Too little,NA,NA,About right,Other,NA,Strongly disagree,40-49 years old,White
56,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,50-59 years old,Other
49,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,NA,Strongly disagree,40-49 years old,White
53,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,About right,Trump,NA,Neither,50-59 years old,White
47,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Agree,40-49 years old,White
31,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,Agree,30-39 years old,White
53,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,50-59 years old,Other
47,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,40-49 years old,White
NA,Male,High School,Yes,"$90,000 ~ $129,999",About right,Too much,About right,Too much,NA,NA,Too little,Trump,NA,Disagree,NA,White
28,Female,Bachelors,Yes,"$10,000 ~ $19,999",Too little,About right,Too little,Too little,NA,NA,Too little,Trump,1,NA,20-29 years old,White
36,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,Disagree,30-39 years old,White
54,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,NA,50-59 years old,White
61,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,About right,About right,About right,Did not vote,1,NA,60-69 years old,Black
23,Female,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Trump,NA,Neither,20-29 years old,White
34,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,White
41,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,40-49 years old,White
45,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,Too little,Other,1,Disagree,40-49 years old,White
NA,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,NA,Black
43,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Trump,1,Disagree,40-49 years old,White
37,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,3,Strongly disagree,30-39 years old,White
34,Male,Associate College,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Other,1,NA,30-39 years old,White
NA,Male,Bachelors,Yes,NA,NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,NA,Hispanic
70,Male,Graduate,Yes,"$90,000 ~ $129,999",About right,Too little,About right,About right,NA,NA,About right,Clinton,2,Disagree,70-79 years old,White
27,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,20-29 years old,White
43,Male,High School,Yes,"$40,000 ~ $59,999",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,Agree,40-49 years old,White
44,Female,High School,Yes,"$170,000 or over",Too little,About right,About right,Too much,NA,NA,About right,Trump,NA,Agree,40-49 years old,White
38,Female,Bachelors,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,White
69,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,60-69 years old,White
82,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,80-89 years old,White
51,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,Too much,Clinton,NA,NA,50-59 years old,White
80,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,Disagree,80-89 years old,White
64,Female,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,NA,60-69 years old,White
61,Male,Graduate,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,60-69 years old,Other
57,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,50-59 years old,White
33,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,NA,30-39 years old,White
39,Male,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,30-39 years old,White
72,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,70-79 years old,White
68,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Neither,60-69 years old,White
37,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,30-39 years old,White
NA,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too little,Too much,NA,NA,Too much,Trump,NA,Neither,NA,White
50,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,NA,50-59 years old,Black
71,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,70-79 years old,White
66,Male,Graduate,Yes,"$10,000 ~ $19,999",About right,Too little,Too much,About right,NA,NA,Too much,Clinton,NA,Neither,60-69 years old,White
81,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,1,Agree,80-89 years old,Black
36,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,30-39 years old,Black
35,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,About right,Clinton,2,Disagree,30-39 years old,Other
71,Female,Bachelors,Yes,NA,Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Agree,70-79 years old,Asian
46,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Strongly disagree,40-49 years old,Black
66,Female,High School,Yes,NA,NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Agree,60-69 years old,White
67,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,2,Disagree,60-69 years old,Black
75,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,Strongly agree,70-79 years old,White
50,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,NA,50-59 years old,White
52,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,Too little,Clinton,2,NA,50-59 years old,White
66,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,60-69 years old,White
30,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,30-39 years old,White
71,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Strongly agree,70-79 years old,White
80,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too much,About right,Too much,NA,NA,About right,Trump,1,NA,80-89 years old,White
77,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,70-79 years old,White
49,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Other,NA,NA,40-49 years old,White
48,Male,Less than high school,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too little,NA,NA,About right,Trump,1,NA,40-49 years old,White
74,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,70-79 years old,White
35,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Other,2,Disagree,30-39 years old,White
63,Female,High School,Yes,NA,About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,60-69 years old,White
NA,Female,Associate College,Yes,NA,Too little,About right,About right,Too much,NA,NA,Too little,Trump,1,Strongly agree,NA,White
40,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Trump,1,Agree,40-49 years old,White
67,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,60-69 years old,White
NA,NA,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,NA,NA,White
74,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,70-79 years old,White
NA,Male,Associate College,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,NA,White
85,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,80-89 years old,White
73,Female,High School,Yes,"$10,000 ~ $19,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,70-79 years old,White
71,Male,Associate College,Yes,"$130,000 ~ $169,999",About right,About right,Too little,About right,NA,NA,About right,Trump,NA,Disagree,70-79 years old,White
61,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,60-69 years old,Black
63,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too much,Too much,Too much,Too much,NA,NA,About right,Clinton,2,NA,60-69 years old,White
59,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,50-59 years old,White
51,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,50-59 years old,White
72,Female,High School,Yes,NA,About right,About right,Too little,Too much,NA,NA,About right,Trump,1,Agree,70-79 years old,White
37,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too much,Too much,Too much,Too much,NA,NA,Too little,Trump,NA,Agree,30-39 years old,White
36,Female,Less than high school,Yes,"Under $10,000",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,Hispanic
30,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too little,Too much,Clinton,NA,NA,30-39 years old,White
26,Female,Associate College,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Strongly disagree,20-29 years old,White
54,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too little,Too little,About right,NA,NA,Too little,Trump,1,Strongly agree,50-59 years old,White
40,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Neither,40-49 years old,White
46,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,40-49 years old,White
44,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,Too little,Trump,2,Neither,40-49 years old,White
60,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,60-69 years old,White
38,Female,Graduate,No,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,30-39 years old,Asian
75,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,Agree,70-79 years old,White
NA,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too much,About right,About right,Too much,NA,NA,About right,Trump,NA,Neither,NA,White
75,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Trump,NA,NA,70-79 years old,White
67,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,60-69 years old,White
26,Female,Graduate,Yes,"Under $10,000",Too little,About right,Too much,About right,NA,NA,About right,Other,1,NA,20-29 years old,White
67,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,60-69 years old,White
NA,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,About right,Clinton,2,NA,NA,White
81,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,NA,Too much,About right,Trump,NA,NA,80-89 years old,White
77,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,NA,NA,70-79 years old,White
45,Male,Bachelors,No,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,40-49 years old,Asian
34,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,30-39 years old,White
31,Transgender,High School,Yes,"$10,000 ~ $19,999",About right,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Strongly disagree,30-39 years old,White
NA,Female,Associate College,Yes,NA,About right,About right,About right,About right,NA,NA,Too little,Clinton,2,NA,NA,White
74,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Trump,1,Agree,70-79 years old,White
64,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,60-69 years old,White
50,Female,High School,Yes,"Under $10,000",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Neither,50-59 years old,White
63,Male,Associate College,Yes,"$10,000 ~ $19,999",Too little,About right,About right,About right,NA,NA,About right,Trump,2,NA,60-69 years old,White
NA,Male,High School,No,"Under $10,000",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Neither,NA,White
53,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,1,NA,50-59 years old,White
62,Female,High School,Yes,"$10,000 ~ $19,999",About right,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Agree,60-69 years old,Black
43,Female,Less than high school,No,"Under $10,000",NA,NA,NA,NA,Too little,Too little,About right,Trump,NA,NA,40-49 years old,Asian
71,Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Strongly agree,70-79 years old,White
35,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,NA,30-39 years old,White
66,Female,Bachelors,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,60-69 years old,White
47,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,40-49 years old,Black
32,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Strongly disagree,30-39 years old,White
50,Male,Graduate,Yes,"$130,000 ~ $169,999",Too much,About right,Too much,Too much,NA,NA,Too much,Trump,NA,Neither,50-59 years old,White
